id,source_website,source_label,source_url,geo_validation,author,review_date,rating,sentiment,review_text,tier1,tier2,tier3
rvw-000069,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=2#0443_6001743_23863736,bbb_us_business,BBB complainant,2025-09-09,1,negative,Service or Repair Issues. Bought car 2020 Aston REMOVED Paid for day of sale and due to the finance co used by REMOVED the actual funding was delayed. Car arrived in unsatisfactory condition and arbitration started day of receipt. Claim accepted and took approximately REMOVED my favor adjuster asked for suggested resolution. I gave a fair offer based on condition and concerns or requested the return of the vehicle. 3 days later adjuster turned decision to denied and stated REMOVED no longer favoring arbitration due to time of deal being paid for. I feel this decision was solely based on my decision not to accept the car.,Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000070,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23842409,bbb_us_business,BBB complainant,2025-09-04,1,negative,Sales and Advertising Issues. I was charged for taking pictures or cars that I didnt ask for ! These chargers were never disclosed to me nor did I know I had to pay a buying fee especially when I was advised to return the vehicles so that they can help me sale them I purchased three cars in a row from them and they all had damaged trans or either engines Ive only been in bussiness a yr and I mainly purchase from MANHEIM I cna honestly say Ive lost more money than I have gained and Im starting to regret I even started this bussiness. MANHEIM is scamming ppl and someone needs to do something about it !,Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000071,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=13067828561,apple_us_store,grobstin,2025-08-27,1,negative,Bad auction. Even worse app,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000072,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_330128,bbb_us_business,manuel p,2025-08-26,1.0,negative,"beware independent dealers and not just manheim but all auctions have a standing rule that even running acar on a red light for everyones protection they have to announce no reverse,,,then tell me whats the use of the redlight means and always has meant completly as is ,,,the auctions safety has nothing to do with it ...i but to the point i bought a car from a franchise dealer and amazingly there was no announcements so i bought believing all gcars and all dealers wee checkedx out equally,,,it turns out that evidentally they turn a blind eye and convenently hope that the dealer will believe they are doing honest business and checking all cars for safety issues ,,,but this only gets done 1000 percent everytime if you are an independent dealer ,,,,point in general can anyone tell me how many auctions drive cars backwards and how then is a car not having reverse is a safety issue ,,,it would seem the car is safer if it cant go in reverse ,,,any way independent dealers beware as you already know franchise dealers get away with murder at dealer auctions and the independents cant even get free coffee ,,gave it a 1 star because tehres no option for minus/negative 1000 stars",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000073,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_329945,bbb_us_business,Shatay H,2025-08-23,1.0,negative,Purchased a REMOVED truck from them REMOVED vehicles states it runs and drives and only needs air in tire the pictures were even in a different location from where I had to pick it up from ! I pay for the vehicle 4k and it says on the gate pass vehicle inop And does not run I get to the REMOVED lot and it does not run how is this not a scam I just started my bussiness and Ive lost more than I have gained with this auction this is so unfair and its not right ! I would like my money back I dont want this car I dont have anymore money to get anything else fixed,"Vehicle Pickup, Delivery and Scheduling",Pickup Order Management,Gate Pass Assistance
rvw-000074,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,Mike Courtney,2025-08-21,1,negative,"I have checked my online credentials and I can log into the website with no issues. I use the same log in info on the app and it does not recognize me. So terrible that I can't use it at all! If I could give zero stars, I would.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000075,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,George Washington,2025-08-04,1,negative,"use to be a great app. now keeps crashing. I didn't want to give 1 star , but for the past one 1 hours tried to get online to bid and can't",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000076,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,TOM,2025-07-31,1,negative,"App used to be good until recently when the log-in was changed.I used to be able to log in with a passcode sent to the I company email now I need to call and bother the owner for a passcode NOT GOOD. I am an agent for the company, and I need the app for the dealership for appraisals and I need it now not, not going through the hoops of calling the owner who does not want to be bothered for a passcode which I am constantly being logged off I don't see the problem with the old way of logging in.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000077,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23631460,bbb_us_business,BBB complainant,2025-07-21,1,negative,"Product Issues. On May 21, 2025, I was using the Manheim app to bid online, and during the process, the app was constantly freezing and glitching.Due to this the app submitted a bid on a 2006 REMOVED for $5,000+ a vehicle that would sell for REMOVED the vehicle.I immediately contacted Manheim while the auction was still active to inform them that I did not intentionally place that bid and that it was the result of a technical issue. At that time, I was told they would look into it, but I never received a clear resolution.Despite my timely notice and the circumstances being caused by a KNOWN app issue, Manheim is continuing to hold me responsible for the full purchase and has now given me $3,800 debt. I believe this is unfair and unjustified, especially when this is a known issue and can not be prevented when using the mobile app.I have documentation and screen recordings that show the app malfunctions, including freezing and unintended clicks during live bidding. This is not how you do good business with a customer who has been supporting them for a long time.I cant load proof from picture only from screen recording which Is not an option.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000078,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,MoZaRtiSt5409,2025-07-11,1,negative,apparently you can't view fees on Android. please fix,Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000079,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,Joe Adams,2025-07-10,1,negative,it won't open. keeps crashing. worthless.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000080,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=12874530769,apple_us_store,The true app review,2025-07-10,1,negative,App very glitchy. Can’t even login sometimes. It just loops to my login. When I manage to login the app is slow and glitchy . I have to use the desktop version all the time. All this money they make and they can’t fix the app.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000081,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_326504,bbb_us_business,KAP F,2025-07-09,1.0,negative,"We had a truck stolen ON there property while they had possession of our truck , had keys to our truck , had title to our truck . We called police and made a report , the cameras show this truck being stolen from there facility . And now they do not want to pay me the $19k plus for the truck","Title, Ownership, POA and Documentation",Title Delivery & Status,Title Not Received
rvw-000082,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=12836041493,apple_us_store,chevy ls,2025-06-30,1,negative,"Can’t even open a account. I’m just got the app and there is no option for new account ,only sign in or “forgot your password “",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000083,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23518702,bbb_us_business,BBB complainant,2025-06-25,1,negative,"Product Issues. This is not my first complaint. I was first contacted by Manheim, informing me of vehicle purchases made under my namepurchases I had no prior knowledge of.After that initial contact, I began receiving repeated and harassing phone calls from Manheim, demanding payment for vehicles allegedly purchased in states hundreds of miles away from me.Once I was made aware, I took immediate action to notify Manheim that I was a victim of fraud. My REMOVED had been stolen, and my account had been hacked. My office was also in a shared location with several others. I had no involvement in these transactions. Following my initial report, I contacted Manheim several more times to escalate the issue and request that the matter be properly investigated and resolved. Nothing was done.Despite my efforts, I was wrongfully held responsible for a balance of around $32,000, which Manheim later reduced to $8,000, claiming the vehicles had been sold. This occurred during the COVID-19 pandemic and involved online activity, when fraud was widespread and systems were more vulnerable.When I initially filed my complaint, I found that multiple other individuals had reported similar experiences, pointing to a clear pattern and possible scam involving compromised accounts and fraudulent transactions.",Customer Service & Communication,Case Resolution Quality,Escalation Required
rvw-000084,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23513686,bbb_us_business,BBB complainant,2025-06-24,1,negative,"Sales and Advertising Issues. We bought a truck on June REMOVED that was listed online with an odometer reading of REMOVED miles, and the condition report stated both the odometer and REMOVED mileage as the same value, REMOVED . However, upon picking up the truck, we noticed a significant discrepancy:The odometer read REMOVED (as listed), but The REMOVED read a mileage of REMOVED .We brought this to the attention of REMOVED , the Operations Manager, who stated that they only declare the Vehicle distance as REMOVED despite the listing and condition report implying otherwise. He did provide a picture from the scan tool showing the REMOVED mileage as REMOVED but just said sorry that he feels bad but cant do anything even it being an error on part of Manheim declaring the REMOVED mileage as incorrect which impacted us in our decision making as we made the decision based on the vehicle have the lower REMOVED mileage.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000085,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23499325,bbb_us_business,BBB complainant,2025-06-20,1,negative,"Sales and Advertising Issues. Subject: Formal Complaint Regarding Misrepresented Vehicle Purchase at Manheim Auto Auction To Whom It May Concern,I, REMOVED of REMOVED , am submitting this formal complaint regarding a deceptive transaction with Manheim Auto Auction, operated by REMOVED Automotive. On June 16, 2025, I purchased a 2011 Dodge Durango SUV Express (VIN: REMOVED ) from Manheim Chicago AA through their OVE sale. The vehicle was listed as Run and Drive, but upon receipt, I found it marked as REMOVED with a locked engine, making it undrivable.The driver confirmed it was picked up from the REMOVED lot, indicating Manheims awareness of the condition, yet this was not disclosed in the auction announcement. This misrepresentation violates consumer trust and potentially applicable regulations.The Bill of Sale (Invoice # REMOVED ) confirms the purchase: I paid $2,030.00 plus $280.00 in fees, totaling $2,310.00, to REMOVED I incurred an additional $200.00 in transportation costs due to this issue.I demand a full refund of $2,510.00 (including transportation) and the vehicle towed back to Manheim Chicago AA at their expense. I request an investigation into this misrepresentation and preventive measures.This complaint is filed with the Office of the Attorney General, Secretary of State, and Better Business Bureau. Please respond within 7 business days.",Customer Service & Communication,Communication Follow-up & Escalation,No Callback / Unresolved Case
rvw-000086,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_324786,bbb_us_business,Daniel N,2025-06-19,1.0,negative,If I could leave zero stars I would. This company is a fraud. They did not pay the loan on a car I purchased from them and now there is a lien on the car. After weeks of calls the bank explained that Maneim Tampa owes a significant amount of money to the bank. Mannheim employees are rude and unprofessional when I call. REMOVED from this company.,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000087,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23483213,bbb_us_business,BBB complainant,2025-06-17,1,negative,"Service or Repair Issues. I bought car (9KM8J3CAL9LU231803) from manheim, I find the car has radar problem, and seller didn't announce it, I arbitrate it and manheim confirm the car has unannounced adas problem, but the arbitrator denied it, claiming front bumper cover is damaged, but front bumper cover is totally different from adas. when front bumper cover is damaged, it doesn't mean radar is damaged","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000088,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23457546,bbb_us_business,BBB complainant,2025-06-11,1,negative,"Product Issues. May 22, 2025 $11776.80 Was told previously to wait until I receive the vehicle and I have 7 days to get the vehicle inspected and an additional 2 days if the car is late past the 10 days of delivery. I purchased a vehicle from the auction and the and noticed the car had major issues even though it was advertised no major issues. After getting the vehicle inspected found all type of codes and the codes were erased to sell. I tried to arbitrated, now I'm being told different things about arbitration process. I have had a few others arbitrated and had no issues. This was advertised on the companies website and not to mention I have spoken to several arbitrators on the process of arbitration.","Lot Condition, Listing Status and related",Third-Party Inspection Authorization & Scheduling,Previewing/ Inspecting Vehicles
rvw-000089,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=12762591387,apple_us_store,Sexylexybatman,2025-06-11,2,negative,"The worst. Don’t depend on using this app to bid anything off, so bad and gets worse with every update. The glitches are nonstop.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000090,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23450809,bbb_us_business,BBB complainant,2025-06-10,1,negative,"Service or Repair Issues. Date of complaint starts on May14, 2024 I'm a used car dealer licensed in REMOVED and I bid on a vehicle (2010 REMOVED F-150) on my computer at my office in REMOVED . The bid was denied immediately. A few hours later I received a call from the Seller (first time ever hearing from a seller!!) He was upset that I did not raise my bid. I told him I already bought something else and I told him I was not interested in his vehicle at REMOVED 5:30 p.m. I got a text from Manheims main office in Atlanta REMOVED telling me that the buyer wanted $700 more than my offer and would I pay more. I said REMOVED week or so later I got a notice from Manheim that I had to pay for this vehicle or be banned from the auction. That's what they have done!! No one ever told me why it was charged to me - especially after I was never told.",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000091,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_324002,bbb_us_business,Eric T,2025-06-09,1.0,negative,"They do not honor their own business practices, they fail to follow up when concerns are shared. In my experiences, they do not support buyers in the way that other auctions do, like American Auto Auction or Carmax Auctions.",Customer Service & Communication,Communication Follow-up & Escalation,No Callback / Unresolved Case
rvw-000092,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=3#0443_6001743_23445314,bbb_us_business,BBB complainant,2025-06-09,1,negative,"Service or Repair Issues. I am filing this complaint against Manheim Auctions ( REMOVED location) due to their false accusation of property damage, unjustified billing, and subsequent account lockout, which has severely impacted my business, AlboetMotorsportsL.L.C. Incident Details: At Manheim Mississippi On the day in question, I was at the Manheim facility to pick up a vehicle. The lot manager accused me of damaging a security gate with my 19 REMOVED She demanded my insurance information before allowing me to leave, which I provided. However, she did not file a claim or provide any evidence of damage at that time.Approximately 11 months later, while at the facility for another transaction, the same lot manager approached me and claimed I had broken the gate. She then imposed a $19,000 charge on my account without providing any invoice or proof of damage.I immediately contacted the general manager, who stated he was unaware of the issue. After speaking with the lot manager, he sided with her without reviewing any evidence.I returned to the facility to take photos of the gate, which showed no damage.Additionally, an employee working at the gate voluntarily stated that the gate had been broken prior to my visit and that my vehicle did not cause any damage.Evidence: I have timestamped photos of the gate showing no damage.A witness (Manheim employee) has provided a statement confirming the gate was already damaged and that my vehicle did not cause it.Impact: Manheim has locked my account, preventing me from accessing vehicles I have already purchased and paid for.I am unable to obtain titles for these vehicles, leading to delays and customer complaints. Some customers have accused me of scamming them, which has damaged my business reputation.I have attempted to resolve this issue directly with Manheim, but they have refused to negotiate or provide any documentation. Their actions have been unprofessional and appear to be an abuse of power.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000093,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,Andrew,2025-05-27,2,negative,"Frustrated dealer here. The app lacks autofill or biometric login, forcing me to copy/paste credentials every time. Add frequent timeouts and two-factor authentication, and it’s a real hassle—especially when we’re on the go. This should be a tool that makes our jobs easier, not harder. Please improve usability and modern Android support.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000094,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23384695,bbb_us_business,BBB complainant,2025-05-27,1,negative,"Service or Repair Issues. I went to pick up my vehicle and the incompetent, untrustworthy employees failed to inform me that either their company or one of their employees stole my license plates. They also failed to inform me that my fairly new battery was completely dead and not working when I saw my vehicle. The employee REMOVED at the front desk also failed to inform me of these issues with my vehicle. This company is dishonest and provide no assistance to customers. This is probably why they are NOT BBB accredited.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000095,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23384462,bbb_us_business,BBB complainant,2025-05-27,1,negative,"Service or Repair Issues. I bought car (9KM8J3CAL9LU231803)from manheim, I find the car has radar problem, and seller didn't announce it, I arbitrate it, but the arbitrator denied it, claiming front bumper cover is damaged, but front bumper cover is totally different from radar. when front bumper cover is damaged, it doesn't mean radar is damaged","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000096,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23372640,bbb_us_business,BBB complainant,2025-05-23,1,negative,"Service or Repair Issues. I bought a car from manheim (vin: REMOVED ). I open arbitration as it has structural damage ( small holes) in the right rear chassis, the ac also blow warm and sunroof cant be opened. but the arbitrator quickly close it without even inspect the car. he made the decision based on 1 bottom chassis picture in the cr. but that picture shows big gas tank in the right rear side that completely block the sight of the chassis area with structural damage in my pictures. There is no way you can tell if the rear right area has structural damage based on cr picture. The cut is not fresh although it indeed doesnt have oxidation. Note the car has severe vandalism, there is good chance original owner damage the chassis right before it was repossessed. I also checked with transporter, who send me video showing he only used straps in his truck. So there is no way transporter damage the chassis. on top of structural damage. the car also has other announced damage such as warm ac and sunroof doesn't work. the arbitration really should inspect the car first before he close the case so abruptly.","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000097,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23359266,bbb_us_business,BBB complainant,2025-05-21,1,negative,Service or Repair Issues. I sold the 2014 corolla REMOVED at manheim and already announced the car doesnt have title. But buyer arbitrate the car for no title and the arbitrator unwind it. It dont make sense as I already announced the car doesnt have title,"Title, Ownership, POA and Documentation",Title Delivery & Status,Title Not Received
rvw-000098,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23331037,bbb_us_business,BBB complainant,2025-05-14,1,negative,"Service or Repair Issues. I sold a 2014 corolla ( REMOVED ) at manheim, I already announced the car doesn't have a title. buyer open an arbitration and the arbitrator unbuy it. I bought the car one year ago from manheim, but manheim said the sales stand even though it doesn't have title.","Title, Ownership, POA and Documentation",Title Delivery & Status,Title Not Received
rvw-000099,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=12655951162,apple_us_store,10 hut,2025-05-14,1,negative,"Lagging. Slow, very glitchy, when you enter a lane the bids are lagging",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000100,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_321870,bbb_us_business,Former C,2025-05-12,1.0,negative,"cant even give this circus called Manheim Riverside a star unless there was negative stars, GM,Arbirtation,CR ,title here are a complete joke, clueless employees, deceiving management,no disclosure, spoke with other Auction platforms including other Manheim locations and they would of unwound each of my transactions,all they care about here is there sells numbers and protecting seller because the buyers fee are much bigger and then s REMOVED the buyer instead of punishing the seller, i will NOT do anymore business with Manheim Riverside and will be further seeking legal actions against there fraud,lies, deceivement and unethical business practice.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000101,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_321395,bbb_us_business,Sal F,2025-05-06,1.0,negative,"Been in business over 20 years... Arbitrate every second car I buy on simulcast. Last car couldnt get picked up and be arbitrated on time. So obviously I got burned. Auction is totally on the sellers side. Especially if its a big seller. Condition reports are misleading. Vehicles are misrepresented and Auction gives no REMOVED about these feedbacks... Manheim is a total scam. If you need help with your lawsuit case, I'd help. Call me 9 one 7 two 73 four 0 six 6","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000102,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23275924,bbb_us_business,BBB complainant,2025-05-01,1,negative,"Service or Repair Issues. I bought a 2024 REMOVED Versa SV ( REMOVED ) from manheim. the car has unannounced problem and I filed an arbitration. I drooped the car to nearby manheim facility, manheim confirm it has unannounced adas problem, but arbitrator REMOVED said it is below $800 and denied my arbitration. I took the car and quote the adas repair in my local dealer as $1096.42 , which is above $800 threshold. also when I dropped the car at maneim, the car run and drive with tire completely normal, but the car tire is completely damaged later in manheim, which means manheim damaged my car. REMOVED towed the car to another diagnosis site and it incurred diagnosis cost of $588, which I never approve it. REMOVED never told me the diagnosis will cost me so much. i was told the arbitration diagnosis is free if i drooped the car to manheim facility,","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000103,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23266024,bbb_us_business,BBB complainant,2025-04-29,1,negative,"Order Issues. REMOVED . REMOVED , 407 U.S. 67 (1972) The Supreme Court held that repossessing property without prior notice and a hearing violates the Due Process Clause of the Fourteenth Amendment ( due process has been violated ) ....................the financing of a automobile by a bank was not a consumer loan transaction where the bank was the only assignee of the automobile sales contract and therefore acted illegally in taking security in addition to the purchase of the automobile. First nat bank V. La joie (Okla) 537 P2d 1207 , 86 ALR3d 309.......lacking due process[of law], in that they are void for ambiguity in their failure to specify the statutes applicability to natural persons, otherwise depriving the same of fair notice, as their construction by definition of terms aptly identifies the applicability of such statutes to artificial or fictional corporate entities or persons, creatures of statute, or those by contract employed as agents or representatives, departmental subdivisions, offices, officers, and property of the government, but not the Natural Person or American citizen Immune from such jurisdiction of legalism. (Rodriques v. REMOVED , REMOVED , 769 F.2d 1344, 1348 (1985))......Co-Operative Bank v. REMOVED , 464 Mass. 543 (2013) The Massachusetts Supreme Judicial Court held that REMOVED Article 9 provides a comprehensive scheme for enforcement of rights and allocation of losses in secured transactions, thereby displacing common law principles, such as the mitigation of damages. REMOVED , 277 B.R. 388 (Bankr. S.D. Ill. 2002):The REMOVED -1 financing statement is merely a notice filing. It does not create the lien; it provides notice that a lien exists pursuant to a separate security agreement. ........ bank illegal repossessed car without proper noticed and failed to discharged and anyone in custody vehicle has it unlawfully as it is currently held in a trust. litigation is pending per forensic audit.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000104,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23261428,bbb_us_business,BBB complainant,2025-04-28,1,negative,"Service or Repair Issues. I bought a car from manheim (vin: REMOVED ). I open arbitration as it has structural damage ( small holes) in the right rear chassis, the ac also blow warm and sunroof cant be opened. but the arbitrator quickly close it without even inspect the car. he made the decision based on 1 bottom chassis picture in the cr. but that picture shows big gas tank in the right rear side that completely block the sight of the chassis area with structural damage in my pictures. There is no way you can tell if the rear right area has structural damage based on cr picture. The cut is not fresh although it indeed doesnt have oxidation. Note the car has severe vandalism, there is good chance original owner damage the chassis right before it was repossessed.I also checked with transporter, who send me video showing he only used straps in his truck. So there is no way transporter damage the chassis.on top of structural damage. the car also has other announced damage such as warm ac and sunroof doesn't work.the arbitration really should inspect the car first before he close the case so abruptly.","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000105,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews#0443_6001743_319578,bbb_us_business,Jamal B,2025-04-12,1.0,negative,Recently bought a car from Manheim Newburgh NY online the pictures on there we're hiding all the defects on the car I get there to pick the car up it said green light guarantee the car won't start I had to jump it the engine had a ticking noise the car was missing spare tire and cover in trunk all the tires were so bold the wires were coming out the brakes and rotors were completely destroyed the condition of the car were the worst I seen and I tried to arbitrate it they said I could only do it for the engine and they called me back saying the ticks in the engine were normal and everything else was wear and tear so now I'm stuck with a junk car that I cant sell from my lot and needs to much work to even get my money back this is the worst experience I ever had purchasing vehicles and the worst business I ever did I don't recommend buying anything online from them,"Payment Refunds, Transaction Issues and Deposits",Wire Transfer Payments,Wire Pending/Posting Delay
rvw-000106,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=4#0443_6001743_23189812,bbb_us_business,BBB complainant,2025-04-10,1,negative,"Service or Repair Issues. Im a dealer and purchased a 2019 F250 2/26/25. It was a green light guarantee with a 4.2 CR. A new car is 5.0. The vehicle showed up with a check engine light an oil leak and 4x4 didnt work. REMOVED driving it back to the dealership from mechanic shop that does out inspections and repairs it stalled and wouldnt start. We called a wrecker and had it delivered to our dealership. We again reached out to Manheim. They sent an inspector to verify our complaint. He was unable to complete the inspection due to the vehicle not starting. Manhime told us we had three days to deliverit to their location in REMOVED . This was 21 April and they gave us until the 24th. We shipped it in operable to Manhiem REMOVED . after a week in REMOVED , they confirmed the oil leak arbitration but said they need to inspect the vehicle for tampering since it was running it was sold and returned not running. Almost 2 weeks later they notified me that it needs a starter in two batteries as it wont start. They then tell me that the vehicle has gasoline in it and thats the reason it wont run. The vehicle was sold with a a tank of fuel in it, and we would never add fuel to a vehicle with more than an eighth of a tank of fuel. they are now insinuating we cranked it when it wouldnt start and even went as far as insinuating, we added gasoline to the vehicle none which are true. We put 40 to 50 miles on the vehicle when it was delivered to us back-and-forth to the Mechanic shop and inspection. I dont believe a diesel engine will run that far on gasoline before stalling. I would assume there are a lot of people cranked it until it wouldnt crank anymore and added gasoline, assuming it was out of fuel","Lot Condition, Listing Status and related",Third-Party Inspection Authorization & Scheduling,Previewing/ Inspecting Vehicles
rvw-000107,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=12523733972,apple_us_store,JoeMontealvo,2025-04-09,1,negative,Manheim App Is Trash. Shame that a company as big as Cox can’t get their technology straight. App is straight trash.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
